연도,지역,최고기온 (C),최저기온 (C),일 평균기온 (C),일 평균 풍속 (m/s),일강수량 (mm),최심 신적설 (cm),일 평균 상대습도 (%),일교차 (C)
2012,강릉,16.9,9.0,12.7,2.4,3.6,0.0,58.9,7.9
2012,강진군,18.0,8.7,13.1,2.9,4.7,0.1,69.3,9.3
2012,강화,15.3,5.8,10.1,2.0,3.7,0.0,68.8,9.5
2012,거제,18.2,10.1,13.9,2.0,5.6,0.0,63.2,8.0
2012,거창,17.6,6.0,11.4,1.8,4.2,0.1,68.9,11.6
2012,경주시,18.3,7.3,12.4,2.6,3.5,0.1,64.4,10.9
2012,고산,15.9,8.2,11.2,5.1,6.0,0.2,76.7,7.7
2012,고산(제주),18.5,13.1,15.6,6.5,3.9,0.0,70.3,5.3
2012,고창,18.1,8.5,13.0,2.8,3.8,0.3,79.0,9.6
2012,고창군,18.4,8.6,13.2,1.9,4.2,0.3,68.7,9.9
2012,고흥,18.1,8.9,12.9,2.0,4.9,0.0,68.4,9.2
2012,광양시,19.5,10.9,14.7,2.2,5.2,0.0,65.5,8.6
2012,광주,18.9,9.6,13.7,2.2,4.4,0.2,67.1,9.3
2012,구미,18.2,7.7,12.6,1.8,3.6,0.0,64.0,10.5
2012,군산,16.8,8.4,12.3,2.4,4.5,0.2,75.6,8.5
2012,금산,17.7,5.6,11.2,1.2,3.9,0.0,67.3,12.1
2012,김해시,19.5,10.6,14.6,2.3,3.9,0.0,58.0,8.9
2012,남원,18.3,6.4,12.0,1.6,4.1,0.0,69.9,11.9
2012,남해,18.6,10.0,14.0,1.5,6.0,0.0,63.7,8.6
2012,대관령,11.6,1.5,6.5,3.4,3.5,0.5,73.5,10.1
2012,대구,19.2,9.8,14.1,2.2,3.3,0.1,56.4,9.4
2012,대전,17.7,8.1,12.6,1.8,3.9,0.2,67.8,9.5
2012,동두천,17.4,6.1,11.1,1.7,3.8,0.0,64.0,11.3
2012,동해,16.3,8.6,12.3,2.6,3.1,0.0,63.3,7.7
2012,목포,17.1,9.8,13.1,3.2,4.3,0.2,76.2,7.3
2012,문경,17.3,6.5,11.6,1.9,3.8,0.0,59.6,10.8
2012,밀양,19.7,7.9,13.4,1.6,3.7,0.0,62.2,11.8
2012,백령도,13.6,8.1,10.5,4.6,2.4,0.2,70.2,5.5
2012,보령,16.7,8.2,12.2,2.0,3.6,0.2,70.4,8.5
2012,보성군,18.4,9.1,13.6,3.1,4.9,0.1,70.7,9.3
2012,보은,16.8,5.3,10.7,1.5,4.2,0.0,66.5,11.5
2012,봉화,15.2,3.1,8.6,1.4,3.3,0.0,70.4,12.1
2012,부산,18.6,11.4,14.6,3.2,5.4,0.0,58.3,7.2
2012,부안,17.5,8.2,12.5,1.9,4.1,0.0,71.6,9.3
2012,부여,17.6,6.8,11.8,1.4,4.2,0.0,67.5,10.8
2012,북강릉,16.2,7.7,11.8,2.1,3.5,0.2,60.5,8.5
2012,북창원,18.7,9.6,13.7,1.7,5.0,0.0,50.1,9.0
2012,산청,18.5,8.1,12.9,1.9,5.2,0.0,63.6,10.4
2012,상주,17.1,7.1,11.7,1.7,3.6,0.0,63.7,10.0
2012,서귀포,20.0,13.8,16.7,2.6,7.4,0.0,70.2,6.2
2012,서산,16.6,7.0,11.5,2.5,4.5,0.1,75.6,9.6
2012,서울,16.8,8.5,12.3,2.8,4.5,0.1,56.7,8.3
2012,성산,18.9,12.1,15.4,3.0,6.7,0.1,77.5,6.8
2012,속초,15.8,8.5,12.1,2.3,3.3,0.1,67.4,7.3
2012,수원,17.2,7.7,12.2,1.8,4.8,0.1,69.0,9.5
2012,순창군,18.4,7.5,12.5,1.8,4.4,0.2,67.2,10.9
2012,순천,18.1,7.3,12.1,2.0,5.4,0.1,70.3,10.7
2012,안동,18.0,7.0,12.2,1.8,2.9,0.1,64.8,11.0
2012,양산시,19.2,10.2,14.4,2.6,4.4,0.0,57.2,9.0
2012,양평,17.2,6.4,11.4,1.5,4.2,0.0,67.6,10.8
2012,여수,17.4,11.2,14.0,4.3,5.0,0.0,68.3,6.2
2012,영광군,17.5,8.2,12.6,2.5,4.6,0.3,74.5,9.3
2012,영덕,18.0,8.6,12.9,3.1,3.1,0.0,62.7,9.4
2012,영월,17.3,5.4,10.9,1.4,3.8,0.0,67.9,11.9
2012,영주,16.9,6.1,11.2,2.7,3.9,0.0,63.3,10.9
2012,영천,18.4,7.0,12.4,2.0,3.6,0.0,62.9,11.4
2012,완도,18.4,10.3,14.0,3.3,4.7,0.0,68.5,8.1
2012,울릉도,14.9,9.5,11.9,3.8,4.9,1.2,73.0,5.3
2012,울산,18.7,9.7,13.8,2.3,4.0,0.0,63.4,9.0
2012,울진,16.5,7.8,12.0,2.7,3.0,0.0,68.4,8.6
2012,원주,17.2,6.5,11.5,1.6,3.8,0.1,61.0,10.6
2012,의령군,19.4,7.3,12.8,1.4,3.8,0.0,72.0,12.1
2012,의성,18.6,4.8,11.3,1.3,2.8,0.0,67.2,13.8
2012,이천,17.4,5.7,11.2,1.3,4.3,0.0,64.3,11.7
2012,인제,16.1,5.0,10.0,2.0,2.8,0.0,66.2,11.1
2012,인천,16.0,8.8,12.1,3.2,3.9,0.1,68.8,7.2
2012,임실,16.9,5.0,10.0,1.5,4.1,0.0,68.2,11.9
2012,장수,16.3,4.8,10.3,1.9,5.2,0.0,72.7,11.5
2012,장흥,18.5,8.6,13.3,2.3,4.8,0.0,71.6,9.9
2012,전주,18.8,8.5,13.3,1.9,3.7,0.2,65.1,10.2
2012,정선군,15.9,5.1,9.9,1.8,2.6,0.0,66.0,10.8
2012,정읍,18.4,8.5,13.1,1.4,4.0,0.0,66.6,10.0
2012,제주,18.6,13.1,15.7,3.4,6.1,0.1,71.1,5.5
2012,제천,16.1,4.0,9.7,1.6,3.8,0.0,67.4,12.1
2012,진주,18.7,7.5,12.8,1.3,4.8,0.1,67.1,11.2
2012,창원,18.7,10.6,14.2,2.0,4.3,0.0,60.0,8.0
2012,천안,17.6,6.8,11.9,2.1,3.7,0.2,67.2,10.7
2012,철원,15.7,4.0,9.7,1.8,3.6,0.1,67.8,11.6
2012,청송군,17.2,4.8,10.5,1.4,2.7,0.1,67.4,12.3
2012,청주,17.7,8.4,12.7,1.5,3.8,0.2,63.7,9.3
2012,추풍령,16.3,6.5,11.2,2.8,4.0,0.0,67.6,9.8
2012,춘천,16.5,5.6,10.7,1.3,3.6,0.1,68.6,11.0
2012,충주,17.3,6.4,11.5,1.6,3.5,0.0,65.5,10.9
2012,태백,13.9,3.7,8.4,1.8,4.2,0.0,66.8,10.2
2012,통영,17.7,10.5,13.8,2.5,4.4,0.0,67.6,7.3
2012,파주,17.3,5.4,10.9,1.6,3.9,0.0,70.9,11.8
2012,포항,18.3,10.6,13.2,2.1,3.6,0.0,63.6,7.7
2012,함양군,18.5,6.9,12.3,1.5,4.3,0.1,73.0,11.6
2012,합천,19.4,7.5,13.0,1.4,4.9,0.0,64.6,11.9
2012,해남,18.4,8.5,13.2,2.2,4.6,0.0,74.7,9.9
2012,해남군,16.7,4.5,10.1,1.6,2.2,0.0,65.9,12.1
2012,홍천,17.3,5.2,10.7,1.2,3.5,0.0,64.6,12.1
2012,흑산도,16.4,11.4,13.6,5.2,4.5,0.0,77.2,5.0
2013,강릉,18.0,9.9,13.7,2.5,2.5,0.0,57.1,8.1
2013,강진군,19.1,8.9,13.3,2.7,3.3,0.0,69.5,10.2
2013,강화,15.7,6.3,10.9,2.1,3.5,0.0,75.4,9.4
2013,거제,19.7,11.0,15.0,2.0,3.4,0.0,62.0,8.7
2013,거창,18.7,6.2,12.1,1.8,3.0,0.0,67.6,12.5
2013,경주시,19.8,7.8,12.6,2.5,2.2,0.0,63.6,11.9
2013,고산,16.6,8.5,11.7,4.9,3.4,0.1,78.2,8.1
2013,고산(제주),18.5,13.0,15.5,6.7,1.9,0.0,74.5,5.5
2013,고창,18.3,8.3,13.0,2.7,3.4,0.1,80.2,10.0
2013,고창군,19.1,8.8,13.3,1.8,3.0,0.1,69.1,10.2
2013,고흥,19.5,9.1,14.1,2.0,3.2,0.0,71.5,10.4
2013,광양시,20.1,11.0,14.2,2.0,3.7,0.0,68.0,9.1
2013,광주,19.7,9.9,14.3,2.1,3.4,0.1,66.1,9.8
2013,구미,19.4,8.3,13.4,1.7,2.5,0.0,64.7,11.1
2013,군산,17.6,8.5,12.7,2.4,3.0,0.1,80.6,9.1
2013,금산,18.5,6.3,11.9,1.3,2.7,0.0,68.7,12.2
2013,김해시,20.4,10.6,14.3,2.3,2.9,0.0,57.5,9.8
2013,남원,19.0,7.1,12.6,1.6,3.8,0.0,68.1,11.8
2013,남해,20.0,10.4,14.9,1.4,4.4,0.0,63.5,9.5
2013,대관령,12.8,2.6,7.6,3.7,2.9,0.4,73.1,10.2
2013,대구,20.1,10.4,14.7,2.0,2.7,0.0,56.0,9.7
2013,대전,18.4,8.5,13.1,1.6,3.1,0.1,73.0,9.9
2013,동두천,17.6,6.5,11.5,1.7,4.0,0.0,67.2,11.1
2013,동해,17.6,9.1,13.2,2.6,2.6,0.0,62.2,8.4
2013,목포,18.2,10.3,13.8,3.3,3.0,0.1,81.4,7.9
2013,문경,18.1,7.1,12.2,1.8,3.5,0.0,62.4,11.1
2013,밀양,21.0,8.3,14.2,1.5,2.8,0.0,61.7,12.6
2013,백령도,13.6,8.4,10.7,4.5,2.4,0.1,71.3,5.3
2013,보령,17.1,8.4,12.5,2.1,3.8,0.1,73.5,8.7
2013,보성군,19.6,9.4,14.3,2.9,3.6,0.0,68.3,10.2
2013,보은,17.7,5.8,11.3,1.4,3.1,0.0,74.0,11.9
2013,봉화,16.4,3.7,9.7,1.5,2.9,0.0,71.9,12.7
2013,부산,19.6,11.9,15.3,3.4,3.1,0.0,56.8,7.7
2013,부안,18.2,8.5,13.0,1.9,3.2,0.0,71.0,9.7
2013,부여,18.2,7.2,12.3,1.4,3.4,0.0,74.8,11.1
2013,북강릉,17.2,8.4,12.6,2.1,2.5,0.2,59.8,8.8
2013,북창원,19.8,10.1,14.6,1.6,3.1,0.0,58.4,9.8
2013,산청,19.5,8.1,13.4,1.9,3.4,0.0,62.8,11.3
2013,상주,18.4,7.5,12.5,1.7,2.6,0.0,64.7,10.9
2013,서귀포,21.0,14.4,17.5,2.4,3.0,0.0,69.7,6.6
2013,서산,17.0,7.1,11.8,2.1,2.8,0.1,80.8,9.9
2013,서울,17.0,8.8,12.6,2.8,3.8,0.1,60.1,8.1
2013,성산,19.7,12.3,16.0,3.3,3.7,0.0,75.3,7.3
2013,속초,16.7,9.2,12.9,2.3,3.1,0.2,65.6,7.5
2013,수원,17.5,7.9,12.4,1.7,3.4,0.1,71.6,9.6
2013,순창군,19.2,7.8,13.1,1.7,3.6,0.1,69.4,11.5
2013,순천,18.8,7.6,12.8,1.9,3.5,0.0,69.8,11.2
2013,안동,18.8,7.0,12.5,1.6,2.7,0.0,65.5,11.7
2013,양산시,20.4,10.5,15.1,2.4,3.0,0.0,55.6,10.0
2013,양평,17.5,6.9,11.8,1.4,4.6,0.0,71.2,10.6
2013,여수,18.5,11.7,14.7,4.0,3.3,0.0,67.9,6.8
2013,영광군,18.3,8.5,12.5,2.5,3.3,0.1,71.3,9.9
2013,영덕,18.9,8.9,13.5,3.0,2.4,0.0,60.7,10.0
2013,영월,17.7,6.0,11.3,1.4,3.4,0.0,71.3,11.7
2013,영주,17.6,6.4,11.7,2.7,3.2,0.0,65.2,11.3
2013,영천,19.5,7.4,13.1,1.9,2.7,0.0,63.3,12.1
2013,완도,19.5,10.6,14.6,3.1,3.4,0.0,68.3,9.0
2013,울릉도,16.0,10.3,12.8,3.9,3.5,0.4,69.3,5.7
2013,울산,20.3,10.3,14.9,2.1,2.4,0.0,60.1,10.0
2013,울진,17.6,8.4,12.8,2.7,2.7,0.1,67.3,9.2
2013,원주,17.6,7.0,11.9,1.4,4.1,0.1,69.4,10.5
2013,의령군,19.9,7.0,12.8,1.4,2.7,0.0,75.0,12.9
2013,의성,19.6,5.5,12.0,1.3,2.3,0.0,69.2,14.1
2013,이천,17.5,6.2,11.1,1.3,3.7,0.0,65.9,11.3
2013,인제,16.7,5.8,10.7,1.9,3.6,0.0,70.4,11.0
2013,인천,15.5,8.8,11.9,3.2,3.3,0.1,77.2,6.7
2013,임실,17.7,5.7,11.3,1.5,3.8,0.0,70.6,12.0
2013,장수,17.0,5.1,10.8,1.9,4.3,0.0,73.5,11.9
2013,장흥,19.6,8.6,13.8,2.2,3.2,0.0,74.6,10.9
2013,전주,19.6,9.0,13.9,1.8,3.5,0.1,67.4,10.6
2013,정선군,16.7,5.6,10.2,1.7,3.4,0.0,69.0,11.0
2013,정읍,19.4,8.9,13.8,1.4,2.9,0.0,67.4,10.4
2013,제주,19.8,13.6,16.5,3.2,2.4,0.0,72.0,6.2
2013,제천,16.7,4.5,10.2,1.4,3.9,0.0,72.2,12.2
2013,진주,19.9,7.8,13.4,1.2,3.3,0.0,68.1,12.1
2013,창원,19.8,11.1,15.0,2.0,3.0,0.0,59.5,8.6
2013,천안,18.1,7.1,12.4,2.0,3.0,0.2,70.7,11.0
2013,철원,16.0,4.6,10.1,1.6,4.8,0.2,71.9,11.3
2013,청송군,18.0,5.3,11.1,1.4,2.4,0.0,69.5,12.8
2013,청주,18.5,8.9,13.3,1.3,3.4,0.1,65.1,9.6
2013,추풍령,17.3,6.8,11.8,2.7,2.5,0.0,67.3,10.4
2013,춘천,16.8,6.3,11.2,1.3,4.8,0.2,72.9,10.6
2013,충주,17.7,6.6,11.8,1.6,3.0,0.0,67.4,11.0
2013,태백,15.2,4.5,9.4,1.8,2.5,0.0,67.5,10.7
2013,통영,18.8,10.9,14.5,2.4,3.2,0.0,67.9,7.9
2013,파주,17.2,5.8,11.1,1.6,3.7,0.0,73.4,11.4
2013,포항,19.5,11.0,15.0,2.5,2.5,0.0,60.1,8.4
2013,함양군,19.3,6.8,11.5,1.4,3.0,0.0,73.6,12.6
2013,합천,20.3,7.6,13.4,1.3,3.5,0.0,64.9,12.7
2013,해남,19.4,8.7,12.8,2.1,3.0,0.0,71.6,10.7
2013,홍천,17.5,5.7,10.9,1.2,3.6,0.0,69.6,11.8
2013,흑산도,16.9,11.4,13.8,5.2,3.0,0.1,78.7,5.5
2014,강릉,18.0,9.9,13.8,2.3,3.8,0.0,57.2,8.1
2014,강진군,19.2,8.9,13.6,2.3,4.1,0.0,71.7,10.3
2014,강화,17.0,7.0,11.8,2.0,1.7,0.0,72.2,10.0
2014,거제,19.7,10.9,14.9,1.8,6.2,0.0,62.4,8.8
2014,거창,18.6,6.3,12.0,1.6,3.4,0.1,65.8,12.3
2014,경주시,19.3,7.6,12.9,2.3,3.5,0.1,65.4,11.7
2014,고산,16.5,8.8,11.9,4.8,4.2,0.3,77.6,7.8
2014,고산(제주),18.5,13.1,15.6,6.4,3.5,0.0,76.8,5.5
2014,고창,18.2,8.4,13.0,2.5,3.5,0.2,79.2,9.9
2014,고창군,19.6,9.2,14.0,1.7,3.7,0.0,70.4,10.4
2014,고흥,19.5,9.1,14.1,1.8,5.1,0.0,72.6,10.4
2014,광양시,19.6,11.0,14.9,2.1,4.1,0.0,71.1,8.6
2014,광주,19.7,10.0,14.3,1.9,3.5,0.1,64.9,9.7
2014,구미,19.5,8.4,13.6,1.6,3.4,0.0,64.3,11.1
2014,군산,18.1,9.0,13.1,2.1,3.1,0.2,81.6,9.2
2014,금산,18.7,6.5,12.1,1.2,3.1,0.0,69.6,12.3
2014,김해시,20.1,10.7,14.5,2.0,4.5,0.0,59.3,9.4
2014,남원,18.7,7.7,12.8,1.8,3.5,0.0,68.2,11.1
2014,남해,19.8,10.6,14.4,1.3,5.6,0.0,66.2,9.1
2014,대관령,13.1,2.4,7.7,3.2,3.6,0.6,71.9,10.7
2014,대구,20.3,10.5,15.0,1.9,2.9,0.0,57.3,9.8
2014,대전,18.9,8.8,13.5,1.5,3.1,0.1,72.4,10.1
2014,동두천,18.7,7.0,12.2,1.6,2.0,0.0,64.2,11.7
2014,동해,17.6,9.4,13.1,2.6,3.9,0.0,62.3,8.2
2014,목포,18.1,10.7,14.0,2.9,3.0,0.2,84.5,7.5
2014,문경,18.3,7.0,12.3,1.8,2.8,0.0,61.0,11.3
2014,밀양,20.8,8.4,14.0,1.4,3.3,0.0,62.8,12.4
2014,백령도,14.9,9.1,11.6,4.2,1.1,0.1,69.0,5.8
2014,보령,17.6,8.9,13.0,1.9,2.8,0.2,75.6,8.7
2014,보성군,19.5,9.3,14.2,2.7,4.4,0.0,65.9,10.2
2014,보은,18.2,5.9,11.6,1.3,3.0,0.0,72.4,12.3
2014,봉화,16.9,3.7,9.6,1.5,2.7,0.0,68.9,13.2
2014,부산,19.3,12.0,15.1,3.2,4.6,0.0,66.4,7.3
2014,부안,18.4,8.6,13.1,1.7,3.3,0.0,71.0,9.8
2014,부여,18.9,7.7,12.8,1.3,3.1,0.0,75.3,11.2
2014,북강릉,17.2,8.6,12.9,2.0,3.7,0.8,60.1,8.5
2014,북창원,19.7,10.1,14.1,1.5,4.2,0.0,65.8,9.6
2014,산청,19.1,7.9,13.0,1.6,4.2,0.0,63.8,11.2
2014,상주,18.6,7.7,12.7,1.5,3.2,0.0,62.0,10.9
2014,서귀포,20.5,14.1,17.0,2.4,6.8,0.0,70.6,6.4
2014,서산,17.8,7.6,12.4,1.9,2.7,0.2,78.0,10.3
2014,서울,18.3,9.4,13.4,2.7,2.2,0.1,62.9,9.0
2014,성산,19.2,12.2,15.7,3.1,6.1,0.0,74.7,7.0
2014,속초,17.2,9.3,13.2,2.2,3.0,0.5,68.0,7.8
2014,수원,18.6,8.5,13.1,1.8,2.8,0.1,67.9,10.1
2014,순창군,19.5,7.9,12.9,1.6,4.0,0.0,70.2,11.6
2014,순천,18.8,7.4,12.7,1.8,5.2,0.1,70.1,11.4
2014,안동,18.8,7.1,12.5,1.6,2.6,0.1,63.0,11.7
2014,양산시,20.2,10.1,14.7,2.4,4.8,0.0,62.4,10.0
2014,양평,18.5,7.3,12.5,1.4,2.2,0.0,69.1,11.2
2014,여수,18.2,11.9,14.8,3.9,4.3,0.0,59.2,6.2
2014,영광군,18.6,8.5,12.9,2.3,3.9,0.0,74.2,10.1
2014,영덕,18.2,8.4,13.0,2.9,3.4,0.0,63.4,9.8
2014,영월,18.7,6.2,11.9,1.4,2.4,0.0,68.0,12.6
2014,영주,18.1,6.4,12.0,2.5,3.2,0.0,64.8,11.8
2014,영천,19.2,7.2,12.9,1.7,3.3,0.0,65.6,12.0
2014,완도,19.1,10.6,14.5,3.1,5.1,0.1,69.1,8.4
2014,울릉도,16.0,10.3,12.8,3.8,4.2,0.9,66.5,5.6
2014,울산,19.7,10.6,14.8,2.2,3.8,0.1,64.4,9.1
2014,울진,17.4,8.6,12.9,2.7,3.5,0.2,68.2,8.8
2014,원주,18.7,7.7,12.8,1.4,2.2,0.1,66.9,10.9
2014,의령군,19.1,6.6,11.9,1.2,3.8,0.0,73.4,12.5
2014,의성,19.4,5.2,11.7,1.2,2.4,0.0,68.2,14.3
2014,이천,18.4,6.4,12.0,1.3,2.2,0.0,62.8,12.0
2014,인제,17.5,5.9,11.1,1.8,1.9,0.0,66.4,11.7
2014,인천,16.6,9.6,12.8,3.1,2.2,0.0,77.7,7.0
2014,임실,18.2,5.8,11.5,1.3,3.7,0.0,71.6,12.3
2014,장수,17.4,5.4,11.1,1.7,3.6,0.0,76.4,12.0
2014,장흥,19.5,8.6,13.8,2.0,4.2,0.0,75.8,10.9
2014,전주,19.8,9.1,14.0,1.4,3.3,0.1,67.8,10.8
2014,정선군,17.4,5.8,10.5,1.6,2.4,0.0,64.9,11.6
2014,정읍,19.4,9.0,13.5,1.4,3.5,0.0,68.8,10.3
2014,제주,19.1,13.6,16.3,3.2,4.3,0.0,70.1,5.5
2014,제천,17.4,4.6,10.6,1.5,2.5,0.0,68.9,12.8
2014,진도군,21.5,13.5,17.4,2.1,4.3,0.0,82.0,8.1
2014,진주,19.6,7.8,13.3,1.1,4.5,0.0,68.4,11.7
2014,창원,19.6,11.2,14.9,1.8,4.2,0.0,61.9,8.5
2014,천안,18.8,7.6,12.8,1.9,2.8,0.1,66.9,11.2
2014,철원,17.3,5.2,11.0,1.6,1.9,0.1,67.3,12.2
2014,청송군,18.1,5.2,11.0,1.2,2.5,0.0,65.4,12.9
2014,청주,19.2,9.4,13.9,1.4,2.5,0.1,62.5,9.8
2014,추풍령,17.4,6.6,11.8,2.6,3.1,0.0,66.0,10.8
2014,춘천,18.1,7.1,12.2,1.4,1.8,0.1,70.4,11.0
2014,충주,18.4,6.9,12.3,1.6,2.5,0.0,64.7,11.5
2014,태백,15.2,4.3,9.4,1.7,3.2,0.0,68.3,10.9
2014,통영,19.0,11.2,14.7,2.3,4.6,0.0,70.5,7.8
2014,파주,17.9,5.9,11.4,1.6,1.8,0.0,67.6,12.0
2014,포항,18.7,11.0,14.6,2.7,3.7,0.1,64.4,7.7
2014,함양군,19.3,6.8,12.6,1.2,3.6,0.0,75.3,12.5
2014,합천,20.0,7.5,13.1,1.3,3.5,0.0,65.0,12.5
2014,해남,19.1,8.8,13.8,2.1,3.2,0.0,72.8,10.3
2014,홍천,18.7,6.2,11.8,1.1,1.9,0.0,65.1,12.5
2014,흑산도,17.1,12.0,14.1,5.2,3.3,0.0,76.4,5.1
2015,강릉,18.3,10.1,14.0,2.3,2.9,0.0,56.7,8.2
2015,강진군,19.4,9.4,14.0,2.4,3.4,0.0,73.9,10.0
2015,강화,17.2,7.2,12.1,2.1,1.8,0.0,66.2,10.0
2015,거제,19.8,11.0,15.0,1.8,4.9,0.0,63.1,8.8
2015,거창,18.8,7.0,12.5,1.5,2.8,0.0,71.3,11.8
2015,경주시,19.8,8.2,12.7,2.3,2.7,0.0,68.2,11.6
2015,고산,16.6,8.7,11.4,4.7,4.0,0.0,77.1,7.9
2015,고산(제주),18.6,13.2,15.3,6.1,4.2,0.0,77.7,5.4
2015,고창,18.8,8.9,13.5,2.5,2.6,0.1,80.4,9.9
2015,고창군,19.5,9.3,14.0,1.6,2.6,0.0,71.8,10.2
2015,고흥,19.5,9.4,14.2,1.7,3.8,0.0,76.5,10.1
2015,광양시,20.3,11.5,15.5,1.9,3.3,0.0,70.8,8.8
2015,광주,19.9,10.5,14.7,1.6,2.9,0.1,69.0,9.4
2015,구미,19.8,9.1,14.1,1.5,2.1,0.0,68.1,10.7
2015,군산,18.2,9.4,13.4,2.1,2.5,0.0,81.7,8.8
2015,금산,18.9,7.1,12.3,1.2,2.4,0.0,72.6,11.8
2015,김해시,20.7,11.2,15.0,2.0,2.8,0.0,60.4,9.5
2015,남원,18.8,7.8,12.6,1.7,2.4,0.0,67.6,11.0
2015,남해,19.7,10.7,14.8,1.3,4.9,0.0,66.3,9.0
2015,대관령,13.5,2.8,8.1,3.3,2.7,0.0,72.4,10.7
2015,대구,20.1,10.2,14.8,2.0,2.5,0.0,64.4,9.9
2015,대전,19.5,9.3,14.0,1.5,2.3,0.0,69.8,10.2
2015,동두천,19.1,7.2,12.5,1.6,2.7,0.0,61.7,11.9
2015,동해,18.0,10.1,13.9,2.5,2.5,0.0,62.9,7.9
2015,목포,18.7,11.1,14.5,3.0,2.9,0.0,79.6,7.6
2015,문경,18.4,7.3,12.5,1.8,2.1,0.0,59.8,11.1
2015,밀양,20.6,8.7,14.3,1.2,2.6,0.0,67.4,11.9
2015,백령도,15.1,9.4,12.0,4.0,1.6,0.0,68.6,5.7
2015,보령,18.1,9.3,13.4,1.7,2.2,0.0,76.7,8.8
2015,보성군,19.7,10.0,13.8,2.7,3.3,0.0,65.4,9.8
2015,보은,18.6,6.4,12.1,1.4,2.2,0.0,69.7,12.2
2015,봉화,17.4,4.2,10.4,1.4,1.6,0.0,69.3,13.2
2015,부산,19.6,12.3,15.5,3.1,3.8,0.0,67.2,7.3
2015,부안,18.7,9.3,13.6,1.7,2.5,0.0,71.5,9.5
2015,부여,19.1,7.8,13.0,1.3,2.3,0.0,75.5,11.3
2015,북강릉,17.6,8.8,13.1,1.9,2.8,0.1,59.5,8.8
2015,북창원,19.9,10.2,14.6,1.3,3.0,0.0,68.9,9.7
2015,산청,19.3,8.5,13.4,1.6,3.8,0.0,64.0,10.8
2015,상주,19.5,8.8,13.7,1.5,2.2,0.0,61.7,10.8
2015,서귀포,20.1,13.9,16.8,2.1,7.2,0.0,72.4,6.2
2015,서산,18.1,7.9,12.8,2.0,2.2,0.1,77.7,10.2
2015,서울,18.7,9.4,13.6,2.7,2.2,0.0,59.8,9.4
2015,성산,19.3,12.3,15.8,2.9,7.0,0.0,75.5,7.1
2015,속초,16.7,8.8,12.7,2.1,3.1,0.0,67.0,7.9
2015,수원,19.1,8.9,13.6,1.8,2.1,0.1,67.7,10.2
2015,순창군,19.6,8.0,12.4,1.6,2.9,0.0,72.0,11.5
2015,순천,19.3,8.2,13.0,1.7,3.6,0.0,70.5,11.2
2015,안동,19.1,7.6,13.0,1.7,2.1,0.0,63.5,11.5
2015,양산시,20.5,10.4,15.0,2.4,3.4,0.0,62.9,10.0
2015,양평,18.9,7.7,12.9,1.5,2.2,0.0,66.7,11.2
2015,여수,18.3,12.1,14.9,3.8,3.4,0.0,60.2,6.2
2015,영광군,18.9,8.9,13.5,2.3,2.6,0.0,73.7,10.0
2015,영덕,19.0,8.8,13.5,2.9,2.2,0.0,63.0,10.2
2015,영월,19.0,6.8,12.1,1.4,1.9,0.0,68.3,12.2
2015,영주,18.6,6.9,12.6,2.5,2.1,0.0,66.1,11.7
2015,영천,19.8,7.9,13.2,1.8,2.3,0.0,65.6,11.9
2015,완도,19.0,11.0,14.3,2.8,4.5,0.0,74.8,8.0
2015,울릉도,16.3,10.6,13.2,3.7,3.8,0.3,67.8,5.7
2015,울산,19.9,10.9,15.0,2.2,2.9,0.0,64.9,9.1
2015,울진,17.7,8.9,13.2,2.7,2.2,0.0,68.3,8.9
2015,원주,19.1,8.6,13.6,1.4,2.5,0.0,65.6,10.5
2015,의령군,19.7,7.4,12.9,1.1,3.0,0.0,76.0,12.3
2015,의성,19.6,5.8,12.2,1.2,1.6,0.0,69.0,13.9
2015,이천,18.8,6.9,12.5,1.4,2.3,0.0,62.3,11.9
2015,인제,17.7,5.8,11.2,1.8,2.1,0.0,67.4,11.9
2015,인천,17.0,10.0,13.2,3.1,1.8,0.0,78.7,7.1
2015,임실,18.7,6.5,12.1,1.3,2.3,0.0,71.7,12.2
2015,장수,18.0,6.0,11.5,1.7,2.8,0.0,74.3,12.0
2015,장흥,19.6,8.9,14.0,1.9,3.2,0.0,74.2,10.6
2015,전주,19.6,9.7,14.3,1.5,2.2,0.1,69.7,9.9
2015,정선군,17.9,6.4,11.2,1.7,2.0,0.0,63.7,11.5
2015,정읍,19.7,9.6,14.2,1.4,2.7,0.0,74.5,10.1
2015,제주,19.9,14.1,16.8,3.0,4.7,0.0,70.9,5.8
2015,제천,17.9,5.2,10.8,1.5,2.2,0.0,67.7,12.7
2015,진도군,18.5,9.9,13.8,2.3,3.6,0.0,79.1,8.6
2015,진주,19.7,8.1,13.5,1.1,3.6,0.0,68.0,11.6
2015,창원,19.5,10.9,14.7,1.7,3.0,0.0,65.4,8.6
2015,천안,18.8,8.0,13.1,1.9,2.0,0.0,71.6,10.9
2015,철원,17.5,5.3,10.9,1.6,3.0,0.0,66.3,12.3
2015,청송군,18.4,5.3,11.0,1.2,1.9,0.0,68.4,13.1
2015,청주,19.2,9.6,14.1,1.5,2.1,0.0,59.0,9.6
2015,추풍령,17.7,7.0,12.2,2.6,2.3,0.0,66.1,10.7
2015,춘천,18.5,7.3,12.6,1.4,2.1,0.1,69.7,11.1
2015,충주,18.8,7.3,12.7,1.5,2.0,0.0,63.3,11.5
