연도_분기,지역,최고기온 (C),최저기온 (C),일 평균기온 (C),일 평균 풍속 (m/s),일강수량 (mm),최심 신적설 (cm),일 평균 상대습도 (%),일교차 (C)
2021-3분기,거창,28.7,19.4,23.2,0.9,6.9,0.0,83.9,9.3
2021-3분기,경주시,27.6,19.2,24.2,1.8,7.4,0.0,83.0,8.4
2021-3분기,고산(제주),28.7,23.5,25.8,5.0,7.3,0.0,91.3,5.1
2021-3분기,고창,29.7,21.2,22.3,2.5,7.2,0.0,77.9,8.5
2021-3분기,고창군,29.7,20.8,24.8,1.3,7.6,0.0,76.9,8.9
2021-3분기,고흥,28.8,21.0,24.6,1.2,8.9,0.0,81.8,7.8
2021-3분기,광양시,29.4,22.2,25.2,1.6,9.6,0.0,79.7,7.2
2021-3분기,광주,29.6,21.9,25.3,1.3,7.6,0.0,84.8,7.8
2021-3분기,구미,29.4,20.4,24.2,0.7,7.2,0.0,78.9,8.9
2021-3분기,군산,29.0,21.6,23.5,1.8,6.6,0.0,81.5,7.4
2021-3분기,금산,29.1,20.0,23.9,1.0,8.2,0.0,82.0,9.1
2021-3분기,김해시,29.8,21.8,25.2,1.4,9.7,0.0,81.1,8.0
2021-3분기,남원,29.2,20.7,24.4,1.9,6.8,0.0,80.5,8.5
2021-3분기,남해,28.8,21.8,24.8,1.4,12.4,0.0,82.0,6.9
2021-3분기,대관령,23.3,15.4,18.9,1.9,5.4,0.0,90.0,7.9
2021-3분기,대구,29.7,21.3,24.9,1.9,5.4,0.0,72.6,8.4
2021-3분기,대전,29.7,21.9,25.4,1.6,6.5,0.0,81.3,7.8
2021-3분기,동두천,29.1,19.7,23.9,0.9,3.7,0.0,83.4,9.4
2021-3분기,동해,26.6,20.3,23.1,1.5,7.7,0.0,86.3,6.3
2021-3분기,목포,28.9,22.9,25.6,2.8,5.9,0.0,79.8,6.0
2021-3분기,문경,28.1,19.2,23.0,1.1,8.7,0.0,86.4,8.9
2021-3분기,밀양,30.4,21.4,25.2,1.0,7.3,0.0,75.1,9.0
2021-3분기,백령도,26.0,20.5,23.0,3.0,6.0,0.0,84.0,5.5
2021-3분기,보령,28.9,21.5,24.8,1.5,6.5,0.0,77.4,7.4
2021-3분기,보성군,29.4,21.8,25.2,2.3,11.3,0.0,83.9,7.7
2021-3분기,보은,28.3,19.3,23.2,1.1,6.5,0.0,83.7,9.0
2021-3분기,봉화,25.1,16.0,20.1,1.1,6.1,0.0,84.6,9.2
2021-3분기,부산,28.4,22.8,25.2,2.9,11.4,0.0,80.2,5.6
2021-3분기,부안,29.4,21.4,24.8,1.4,8.7,0.0,76.2,8.1
2021-3분기,부여,29.6,20.8,24.6,1.2,6.5,0.0,80.9,8.8
2021-3분기,북강릉,26.4,19.5,22.7,1.0,8.2,0.0,83.0,6.8
2021-3분기,북창원,30.4,22.4,24.4,1.4,9.2,0.0,80.5,8.0
2021-3분기,북춘천,29.5,19.4,23.9,1.1,4.7,0.0,80.4,10.1
2021-3분기,산청,29.1,20.3,24.0,1.0,6.7,0.0,84.5,8.8
2021-3분기,상주,28.7,20.0,23.8,0.8,7.9,0.0,85.8,8.7
2021-3분기,서귀포,28.2,23.8,25.7,2.0,13.4,0.0,88.2,4.3
2021-3분기,서산,29.6,20.7,24.6,1.8,5.9,0.0,79.1,9.0
2021-3분기,서울,29.6,22.1,25.6,2.2,5.5,0.0,72.0,7.5
2021-3분기,성산,28.6,23.6,25.9,2.9,11.6,0.0,87.4,5.0
2021-3분기,세종,29.2,21.0,24.6,1.4,6.5,0.0,74.7,8.2
2021-3분기,속초,27.4,20.5,23.7,1.6,5.4,0.0,81.5,6.8
2021-3분기,수원,29.9,21.7,25.4,1.9,5.0,0.0,77.8,8.2
2021-3분기,순창군,29.9,20.9,23.4,1.2,6.6,0.0,80.2,9.1
2021-3분기,순천,29.1,20.1,24.0,1.3,8.4,0.0,85.6,9.0
2021-3분기,안동,28.6,19.7,23.6,1.3,4.9,0.0,79.5,8.9
2021-3분기,양산시,30.3,22.3,25.6,2.2,11.7,0.0,80.7,7.9
2021-3분기,양평,28.9,20.2,24.0,1.2,5.1,0.0,81.0,8.7
2021-3분기,여수,28.1,23.5,25.5,3.9,10.4,0.0,80.0,4.6
2021-3분기,영광군,29.7,21.2,23.5,1.4,6.4,0.0,80.0,8.5
2021-3분기,영덕,27.4,19.7,23.1,2.0,8.2,0.0,86.0,7.7
2021-3분기,영월,28.8,18.9,22.9,0.9,5.5,0.0,80.2,9.9
2021-3분기,영주,27.9,18.3,22.6,1.2,8.1,0.0,84.8,9.6
2021-3분기,영천,28.4,19.8,23.6,1.3,7.2,0.0,82.8,8.7
2021-3분기,완도,28.7,22.4,25.2,2.5,9.9,0.0,83.0,6.3
2021-3분기,울릉도,25.9,21.2,23.2,3.1,6.3,0.0,86.2,4.8
2021-3분기,울산,28.2,21.6,24.5,1.8,8.2,0.0,85.0,6.6
2021-3분기,울진,26.9,20.2,23.3,2.0,6.0,0.0,85.7,6.7
2021-3분기,원주,28.9,20.3,24.2,1.0,6.0,0.0,72.6,8.7
2021-3분기,의령군,30.4,21.0,25.0,0.2,7.5,0.0,80.6,9.4
2021-3분기,의성,29.5,19.4,23.6,0.8,5.2,0.0,83.6,10.2
2021-3분기,이천,29.6,19.8,24.1,0.9,5.7,0.0,81.9,9.8
2021-3분기,인제,28.6,19.0,22.9,1.3,3.9,0.0,79.4,9.7
2021-3분기,인천,28.4,22.4,25.2,2.5,5.2,0.0,65.3,5.9
2021-3분기,임실,28.3,19.4,23.3,1.1,7.4,0.0,84.7,8.8
2021-3분기,장수,27.7,18.3,22.4,1.1,7.6,0.0,86.8,9.4
2021-3분기,장흥,29.0,21.1,24.8,1.4,9.6,0.0,84.1,7.8
2021-3분기,전주,30.0,21.7,25.4,1.4,9.5,0.0,75.6,8.3
2021-3분기,정선군,28.4,18.8,22.6,1.1,5.8,0.0,78.4,9.6
2021-3분기,정읍,29.5,20.8,24.5,1.4,8.4,0.0,78.0,8.7
2021-3분기,제주,29.8,24.3,26.7,3.0,10.5,0.0,79.9,5.5
2021-3분기,제천,27.9,18.4,22.6,0.9,6.6,0.0,83.2,9.5
2021-3분기,진도군,28.6,21.5,23.5,1.9,9.4,0.0,83.8,7.1
2021-3분기,진주,29.5,21.0,24.7,0.9,8.7,0.0,83.8,8.5
2021-3분기,창원,29.3,21.9,25.1,1.3,11.2,0.0,76.0,7.4
2021-3분기,천안,28.7,19.8,23.8,1.3,6.5,0.0,83.2,8.8
2021-3분기,철원,28.8,18.7,23.4,1.3,4.8,0.0,87.9,10.1
2021-3분기,청송군,28.4,18.7,22.8,1.4,5.4,0.0,80.2,9.7
2021-3분기,청주,30.0,22.1,25.7,1.6,6.0,0.0,70.3,7.8
2021-3분기,추풍령,27.4,18.9,22.7,1.8,7.2,0.0,79.8,8.4
2021-3분기,춘천,29.7,20.7,24.5,1.5,4.4,0.0,77.1,9.0
2021-3분기,충주,28.9,19.8,24.0,1.3,8.6,0.0,78.5,9.1
2021-3분기,태백,24.8,15.9,19.8,1.2,6.9,0.0,84.5,8.9
2021-3분기,통영,29.1,22.8,25.4,1.9,11.2,0.0,83.4,6.3
2021-3분기,파주,29.1,19.4,23.6,1.3,4.0,0.0,83.7,9.7
2021-3분기,포항,27.9,22.8,25.2,2.6,9.2,0.0,79.3,5.1
2021-3분기,함양군,29.4,20.0,23.9,1.0,5.8,0.0,81.1,9.3
2021-3분기,합천,29.3,20.3,24.1,0.8,7.3,0.0,85.0,9.0
2021-3분기,해남,29.2,21.0,24.8,2.1,8.5,0.0,82.5,8.2
2021-3분기,홍성,29.1,20.5,24.4,1.3,7.1,0.0,82.1,8.6
2021-3분기,홍천,29.4,19.4,23.6,1.0,4.1,0.0,77.2,10.0
2021-3분기,흑산도,28.2,22.8,25.0,4.3,4.8,0.0,89.5,5.3
2021-4분기,강릉,15.8,6.5,10.7,2.5,2.0,0.0,56.4,9.2
2021-4분기,강진군,16.7,5.0,10.2,1.6,0.9,0.0,73.7,11.7
2021-4분기,강화,12.4,2.1,7.1,1.5,1.1,0.0,72.6,10.3
2021-4분기,거제,16.0,7.1,11.2,1.2,1.3,0.0,66.8,9.0
2021-4분기,거창,15.2,1.2,6.4,1.4,1.0,0.0,71.0,14.0
2021-4분기,경주시,16.1,3.4,9.0,2.5,1.5,0.0,68.4,12.8
2021-4분기,고산(제주),17.5,11.8,14.4,7.9,0.9,0.0,70.3,5.7
2021-4분기,고창,15.3,4.3,9.3,2.6,1.7,0.0,75.0,11.0
2021-4분기,고창군,15.0,4.4,9.2,1.4,1.2,0.0,73.2,10.6
2021-4분기,고흥,16.4,4.4,9.9,1.3,0.7,0.0,72.0,12.0
2021-4분기,광양시,16.9,6.9,11.4,1.4,1.1,0.0,62.1,10.0
2021-4분기,광주,16.0,6.2,10.5,1.0,1.4,0.1,75.3,9.8
2021-4분기,구미,15.2,3.6,8.7,0.7,1.2,0.0,66.5,11.5
2021-4분기,군산,14.8,5.2,9.6,2.0,1.4,0.0,75.6,9.6
2021-4분기,금산,14.3,2.0,7.3,1.0,1.1,0.0,76.9,12.3
2021-4분기,김해시,16.8,6.0,9.7,1.7,1.0,0.0,61.8,10.7
2021-4분기,남원,14.6,2.5,7.7,1.4,1.5,0.0,76.8,12.1
2021-4분기,남해,16.0,6.8,11.0,1.6,1.1,0.0,66.9,9.2
2021-4분기,대관령,8.6,-2.3,2.9,3.5,1.1,0.0,73.6,10.9
2021-4분기,대구,15.8,4.6,9.7,2.0,1.1,0.0,64.2,11.2
2021-4분기,대전,14.8,4.0,8.8,1.3,0.9,0.0,75.0,10.8
2021-4분기,동두천,12.7,1.1,6.3,1.2,1.4,0.0,72.7,11.6
2021-4분기,동해,14.9,6.3,10.5,2.1,2.1,0.0,58.4,8.7
2021-4분기,목포,15.2,7.9,11.3,3.5,1.0,0.2,70.6,7.3
2021-4분기,문경,13.5,2.5,7.5,1.8,0.8,0.0,70.0,11.0
2021-4분기,밀양,16.8,3.5,9.4,1.0,1.2,0.0,65.9,13.2
2021-4분기,백령도,12.9,7.2,9.9,4.9,1.3,0.1,62.8,5.7
2021-4분기,보령,14.8,5.3,9.7,1.5,1.9,0.0,70.3,9.5
2021-4분기,보성군,16.8,4.9,10.5,3.2,0.8,0.0,71.3,12.0
2021-4분기,보은,13.6,1.1,6.5,1.0,0.9,0.0,78.3,12.5
2021-4분기,봉화,12.5,0.4,5.7,1.3,1.0,0.0,74.0,12.1
2021-4분기,부산,17.1,8.6,12.4,2.9,0.9,0.0,57.7,8.6
2021-4분기,부안,15.1,5.0,9.6,1.2,1.9,0.0,71.2,10.2
2021-4분기,부여,14.7,2.7,6.7,0.9,1.3,0.0,78.6,12.0
2021-4분기,북강릉,14.2,5.0,9.5,1.5,2.2,0.4,57.8,9.2
2021-4분기,북창원,17.1,6.4,11.2,1.3,1.3,0.0,65.6,10.7
2021-4분기,북춘천,11.9,0.0,5.4,1.0,1.3,0.1,76.5,11.8
2021-4분기,산청,15.5,2.7,8.3,1.9,1.1,0.0,71.0,12.8
2021-4분기,상주,14.3,3.0,8.1,1.5,0.9,0.0,70.9,11.2
2021-4분기,서귀포,18.3,11.6,14.6,1.6,1.1,0.0,66.7,6.7
2021-4분기,서산,14.3,3.4,8.3,1.7,2.2,0.0,75.7,10.9
2021-4분기,서울,12.9,4.0,8.1,2.2,1.4,0.1,66.3,8.8
2021-4분기,성산,17.5,9.7,13.5,2.7,2.2,0.0,65.3,7.8
2021-4분기,세종,13.9,3.4,8.2,1.1,1.1,0.0,70.7,10.5
2021-4분기,속초,13.9,5.1,9.4,2.0,3.3,0.0,55.2,8.8
2021-4분기,수원,13.4,3.3,8.1,1.7,1.7,0.0,70.4,10.1
2021-4분기,순창군,14.9,2.7,8.0,1.4,1.3,0.0,79.6,12.2
2021-4분기,순천,15.7,3.0,8.5,2.0,1.0,0.0,76.1,12.8
2021-4분기,안동,13.8,2.3,7.4,1.5,0.9,0.0,68.0,11.6
2021-4분기,양산시,17.3,5.5,10.9,1.8,0.9,0.0,67.5,11.8
2021-4분기,양평,12.7,2.7,7.1,1.1,1.1,0.0,74.5,10.0
2021-4분기,여수,16.1,8.9,12.1,3.8,1.0,0.0,61.3,7.3
2021-4분기,영광군,15.2,4.7,9.5,1.6,1.9,0.0,73.8,10.5
2021-4분기,영덕,15.1,5.1,9.7,2.7,2.0,0.0,63.8,10.1
2021-4분기,영월,13.1,1.8,6.7,0.9,1.0,0.0,71.1,11.2
2021-4분기,영주,13.0,1.3,6.8,2.7,1.0,0.0,71.3,11.7
2021-4분기,영천,15.3,2.6,8.2,1.5,1.2,0.0,70.3,12.7
2021-4분기,완도,16.6,8.2,12.0,2.1,0.7,0.0,68.7,8.5
2021-4분기,울릉도,13.8,8.1,10.6,3.6,4.3,1.1,70.8,5.7
2021-4분기,울산,16.2,6.4,11.0,2.0,1.1,0.0,61.1,9.8
2021-4분기,울진,15.5,5.0,9.9,2.7,2.4,0.0,60.7,10.5
2021-4분기,원주,12.5,2.8,7.3,0.9,1.2,0.0,67.1,9.7
2021-4분기,의령군,17.1,2.3,8.6,1.6,1.1,0.0,70.8,14.8
2021-4분기,의성,14.9,0.8,6.7,1.0,1.1,0.0,75.7,14.1
2021-4분기,이천,13.1,1.6,6.8,0.9,1.2,0.0,75.2,11.5
2021-4분기,인제,12.0,0.9,5.8,1.4,1.4,0.0,71.9,11.1
2021-4분기,인천,12.5,5.1,8.7,2.9,1.3,0.1,60.2,7.3
2021-4분기,임실,14.2,1.9,7.2,0.9,1.7,0.0,77.0,12.3
2021-4분기,장수,13.3,0.5,3.9,1.3,1.6,0.0,75.3,12.8
2021-4분기,장흥,16.4,3.7,9.5,1.5,0.9,0.0,75.6,12.7
2021-4분기,전주,15.1,5.3,9.8,1.6,1.3,0.0,68.7,9.9
2021-4분기,정선군,12.2,1.0,5.9,1.7,0.9,0.0,67.9,11.2
2021-4분기,정읍,14.6,4.5,9.1,0.9,1.7,0.0,72.3,10.0
2021-4분기,제주,18.0,11.4,14.3,3.6,1.4,0.1,68.4,6.6
2021-4분기,제천,11.9,-0.2,4.1,1.2,0.9,0.0,75.6,12.1
2021-4분기,진도군,15.8,5.5,10.5,2.3,0.9,0.0,75.4,10.3
2021-4분기,진주,16.4,2.9,8.9,0.8,1.0,0.0,72.8,13.5
2021-4분기,창원,16.1,6.4,10.8,1.3,0.9,0.0,57.5,9.7
2021-4분기,천안,13.4,1.8,7.0,1.0,1.3,0.0,79.3,11.6
2021-4분기,철원,11.6,-0.2,5.3,1.1,2.1,0.0,80.1,11.8
2021-4분기,청송군,14.1,0.5,6.1,1.8,1.2,0.0,69.7,13.6
2021-4분기,청주,13.9,4.5,8.9,1.2,1.0,0.0,65.3,9.4
2021-4분기,추풍령,13.0,2.1,7.2,2.7,1.0,0.0,67.1,10.8
2021-4분기,춘천,12.4,1.5,6.3,1.2,1.3,0.0,72.4,10.9
2021-4분기,충주,12.9,1.5,6.6,1.1,1.0,0.0,74.5,11.5
2021-4분기,태백,10.0,-0.5,4.3,1.3,1.2,0.0,66.8,10.6
2021-4분기,통영,17.2,7.9,12.0,2.3,0.8,0.0,66.1,9.3
2021-4분기,파주,12.3,-0.1,5.5,1.1,1.4,0.0,77.2,12.4
2021-4분기,포항,16.1,7.1,11.2,2.6,2.3,0.0,58.8,8.9
2021-4분기,함양군,15.8,2.0,7.9,1.6,1.1,0.0,62.6,13.9
2021-4분기,합천,16.1,3.1,8.6,0.8,0.9,0.0,71.6,13.0
2021-4분기,해남,15.6,2.9,8.8,1.6,1.2,0.0,76.4,12.7
2021-4분기,홍성,14.0,3.1,8.2,1.2,1.8,0.1,77.7,10.9
2021-4분기,홍천,12.2,1.0,5.7,0.8,1.0,0.0,73.1,11.2
2021-4분기,흑산도,15.7,10.5,12.7,5.5,0.9,0.1,71.4,5.2
2022-1분기,강릉,9.0,0.0,4.2,2.6,1.2,0.0,47.9,9.0
2022-1분기,강진군,10.3,-0.8,4.4,2.1,1.9,0.0,62.6,11.1
2022-1분기,강화,5.5,-5.1,0.4,1.9,1.2,0.0,63.2,10.6
2022-1분기,거제,10.2,1.1,5.4,1.4,1.6,0.0,54.2,9.0
2022-1분기,거창,9.7,-4.7,2.2,1.6,0.7,0.0,54.2,14.4
2022-1분기,경주시,10.4,-2.4,3.6,2.9,0.5,0.0,50.9,12.8
2022-1분기,고산(제주),10.2,5.1,7.4,7.9,1.5,0.0,70.9,5.2
2022-1분기,고창,8.3,-2.6,2.5,2.8,1.2,0.0,64.7,10.9
2022-1분기,고창군,8.2,-2.6,2.6,1.6,0.6,0.0,65.5,10.8
2022-1분기,고흥,10.1,-1.5,4.2,1.9,1.3,0.0,59.4,11.5
2022-1분기,광양시,11.1,0.8,5.4,2.1,1.6,0.0,49.4,10.3
2022-1분기,광주,9.9,0.0,4.4,1.4,1.2,0.1,61.0,9.9
2022-1분기,구미,9.7,-1.9,3.6,1.0,0.5,0.0,47.8,11.6
2022-1분기,군산,7.5,-2.4,2.4,2.2,1.0,0.0,67.6,9.9
2022-1분기,금산,8.4,-4.9,1.5,1.2,1.0,0.0,61.9,13.2
2022-1분기,김해시,10.7,0.1,5.0,2.0,1.3,0.0,47.2,10.6
2022-1분기,남원,8.6,-3.8,2.1,1.6,0.9,0.0,62.5,12.5
2022-1분기,남해,10.4,0.2,5.1,1.7,1.9,0.0,54.0,10.2
2022-1분기,대관령,2.3,-9.4,-3.6,3.6,0.9,0.0,62.1,11.8
2022-1분기,대구,10.1,-1.2,4.2,2.6,0.4,0.0,49.6,11.3
2022-1분기,대전,8.7,-2.8,2.6,2.0,0.9,0.0,54.1,11.5
2022-1분기,동두천,7.0,-5.8,0.0,1.5,1.2,0.0,60.3,12.7
2022-1분기,동해,8.6,0.3,4.4,2.3,1.2,0.0,48.7,8.2
2022-1분기,목포,7.9,0.6,3.9,4.1,1.0,0.1,67.0,7.3
2022-1분기,문경,7.6,-3.6,2.0,2.3,1.5,0.0,53.6,11.2
2022-1분기,밀양,11.3,-2.2,4.3,1.2,0.7,0.0,47.1,13.5
2022-1분기,백령도,4.6,-0.4,1.9,5.0,1.0,0.1,62.4,5.0
2022-1분기,보령,7.3,-2.5,2.2,1.4,0.8,0.0,63.8,9.8
2022-1분기,보성군,10.7,-0.8,4.7,3.7,1.9,0.0,59.4,11.5
2022-1분기,보은,7.3,-5.6,0.7,1.2,1.2,0.0,63.2,12.9
2022-1분기,봉화,7.3,-6.0,0.5,1.4,1.1,0.0,59.5,13.2
2022-1분기,부산,11.0,2.2,6.1,3.2,1.4,0.0,50.0,8.8
2022-1분기,부안,8.3,-1.9,2.9,1.4,1.0,0.0,69.2,10.1
2022-1분기,부여,8.4,-4.4,1.8,1.2,0.9,0.0,66.5,12.8
2022-1분기,북강릉,7.4,-1.2,3.2,1.7,1.2,0.2,48.5,8.7
2022-1분기,북창원,11.4,1.0,5.9,2.0,1.2,0.0,48.8,10.4
2022-1분기,북춘천,6.1,-7.6,-0.9,1.2,1.1,0.1,62.4,13.7
2022-1분기,산청,10.0,-2.6,3.3,2.4,1.0,0.0,52.4,12.6
2022-1분기,상주,8.6,-2.8,2.5,2.0,1.1,0.0,52.7,11.3
2022-1분기,서귀포,12.2,5.7,8.8,1.6,1.7,0.0,68.2,6.5
2022-1분기,서산,6.4,-4.3,1.0,2.1,0.9,0.0,69.1,10.8
2022-1분기,서울,6.5,-2.7,1.5,2.4,1.3,0.1,57.4,9.2
2022-1분기,서청주,9.1,-3.8,1.0,2.0,1.0,0.0,59.7,12.9
2022-1분기,성산,10.8,3.6,7.2,3.1,2.5,0.0,64.5,7.2
2022-1분기,세종,7.9,-3.4,2.0,1.3,0.9,0.0,55.0,11.2
2022-1분기,속초,6.3,-1.8,2.3,2.1,1.4,0.0,49.7,8.1
2022-1분기,수원,6.8,-3.8,1.4,2.0,0.9,0.1,61.6,10.5
2022-1분기,순창군,8.7,-3.6,2.4,1.8,1.4,0.0,66.0,12.2
2022-1분기,순천,9.8,-2.4,3.2,2.7,1.2,0.0,60.3,12.2
2022-1분기,안동,8.0,-4.7,1.6,1.9,0.9,0.0,49.2,12.7
2022-1분기,양산시,11.6,0.1,5.4,2.2,1.1,0.0,51.6,11.5
2022-1분기,양평,7.0,-4.3,1.1,1.3,1.1,0.0,59.6,11.3
2022-1분기,여수,9.7,2.0,5.4,4.3,1.7,0.0,51.4,7.7
2022-1분기,영광군,8.1,-2.2,2.8,1.8,1.2,0.0,66.5,10.3
2022-1분기,영덕,9.3,-1.2,3.7,3.1,1.0,0.0,51.4,10.5
2022-1분기,영월,7.6,-5.3,1.0,1.2,0.8,0.0,56.0,12.9
2022-1분기,영주,6.9,-4.8,1.2,3.4,1.4,0.0,55.6,11.8
2022-1분기,영천,9.6,-3.3,2.9,2.0,0.4,0.0,52.6,12.9
2022-1분기,완도,10.2,1.6,5.5,2.3,1.3,0.0,61.8,8.6
2022-1분기,울릉도,6.8,1.3,3.8,3.3,1.8,1.0,69.0,5.5
2022-1분기,울산,10.3,0.5,5.1,2.3,0.7,0.0,45.4,9.8
2022-1분기,울진,8.9,-1.2,3.5,2.9,1.1,0.0,51.0,10.1
2022-1분기,원주,6.7,-3.8,1.4,1.1,0.9,0.0,55.1,10.5
2022-1분기,의령군,11.7,-4.0,3.5,2.1,0.9,0.0,46.1,15.6
2022-1분기,의성,9.2,-6.2,1.1,1.2,0.6,0.0,58.1,15.4
2022-1분기,이천,7.5,-5.2,1.1,1.3,1.3,0.0,61.0,12.7
2022-1분기,인제,6.0,-6.5,-0.5,1.5,0.9,0.0,60.3,12.5
2022-1분기,인천,5.0,-2.2,1.2,3.1,1.0,0.1,58.4,7.2
2022-1분기,임실,8.1,-4.8,1.4,1.1,1.1,0.0,65.3,12.8
2022-1분기,장수,7.1,-6.3,0.2,1.6,1.2,0.0,64.2,13.3
2022-1분기,장흥,10.1,-2.2,3.9,2.0,1.7,0.0,59.2,12.3
2022-1분기,전주,8.7,-1.6,3.2,1.7,1.1,0.1,60.6,10.3
2022-1분기,정선군,6.4,-6.4,-0.3,1.7,1.0,0.0,53.3,12.8
2022-1분기,정읍,7.7,-2.4,2.4,1.7,1.0,0.0,65.4,10.0
2022-1분기,제주,11.2,4.9,7.8,3.6,1.7,0.0,66.5,6.2
2022-1분기,제천,5.8,-7.6,-0.8,1.4,1.1,0.0,63.7,13.4
2022-1분기,진도군,8.8,-0.1,1.9,3.0,1.4,0.0,67.7,8.9
2022-1분기,진주,10.9,-3.3,3.6,1.0,1.3,0.0,55.1,14.2
2022-1분기,창원,10.0,0.1,4.7,1.6,1.5,0.0,44.6,9.9
2022-1분기,천안,7.3,-5.2,1.0,1.3,0.7,0.0,65.5,12.5
2022-1분기,철원,5.3,-8.2,-1.4,1.3,1.1,0.0,69.3,13.5
2022-1분기,청송군,8.1,-7.0,0.2,2.2,0.6,0.0,54.3,15.1
2022-1분기,청주,7.8,-2.0,2.6,1.4,0.7,0.1,52.7,9.8
2022-1분기,추풍령,7.0,-4.0,1.5,3.3,0.9,0.0,51.1,11.0
2022-1분기,춘천,7.1,-6.4,0.1,1.4,1.2,0.0,59.5,13.5
2022-1분기,충주,6.9,-5.6,0.5,1.2,1.0,0.0,59.7,12.6
2022-1분기,태백,4.1,-7.5,-1.9,1.3,1.1,0.0,55.0,11.6
2022-1분기,통영,10.7,1.4,5.7,2.5,1.3,0.0,54.9,9.3
2022-1분기,파주,5.9,-8.0,-1.1,1.3,1.3,0.0,66.2,13.9
2022-1분기,포항,10.0,0.8,5.1,2.8,0.8,0.0,47.2,9.2
2022-1분기,함양군,10.1,-3.8,2.8,2.3,1.0,0.0,46.3,13.9
2022-1분기,합천,10.9,-3.1,3.6,0.9,0.7,0.0,51.8,14.0
2022-1분기,해남,8.7,-3.2,2.6,2.0,1.4,0.0,67.5,11.9
2022-1분기,홍성,7.4,-4.0,1.7,1.5,1.0,0.1,66.7,11.4
2022-1분기,홍천,6.5,-6.4,-0.4,1.0,1.0,0.0,60.1,12.9
2022-1분기,흑산도,8.3,2.9,5.2,6.4,1.0,0.0,70.8,5.4
2022-2분기,강릉,24.5,15.3,20.0,2.4,2.9,0.0,56.1,9.2
2022-2분기,강진군,25.0,12.9,18.5,1.7,2.2,0.0,69.9,12.1
2022-2분기,강화,21.6,11.7,16.6,2.4,5.6,0.0,74.2,9.9
2022-2분기,거제,23.0,14.3,18.4,1.8,4.1,0.0,67.5,8.7
2022-2분기,거창,25.4,10.8,18.0,1.5,1.2,0.0,62.7,14.6
2022-2분기,경주시,26.1,12.3,19.0,2.7,2.0,0.0,61.8,13.8
2022-2분기,고산(제주),21.8,15.7,18.3,5.1,2.8,0.0,84.1,6.2
2022-2분기,고창,24.2,12.7,18.0,2.7,1.9,0.0,64.1,11.5
2022-2분기,고창군,24.7,12.3,18.0,1.4,2.0,0.0,66.4,12.4
2022-2분기,고흥,23.5,12.1,17.8,1.5,1.9,0.0,68.5,11.4
2022-2분기,광양시,25.1,14.5,19.3,1.9,2.0,0.0,63.0,10.5
2022-2분기,광주,25.9,14.6,19.5,1.5,2.0,0.0,67.0,11.3
2022-2분기,구미,26.3,13.2,19.6,1.0,1.9,0.0,55.2,13.2
2022-2분기,군산,22.8,13.1,17.7,2.5,2.0,0.0,70.8,9.7
2022-2분기,금산,24.6,11.0,17.8,1.3,2.3,0.0,63.1,13.7
2022-2분기,김해시,24.5,14.4,18.9,1.7,2.6,0.0,64.5,10.1
2022-2분기,남원,25.1,11.9,18.3,1.9,2.3,0.0,63.7,13.3
2022-2분기,남해,22.5,13.1,17.5,1.5,3.1,0.0,65.2,9.5
2022-2분기,대관령,19.1,7.2,13.3,3.5,3.3,0.0,66.4,11.8
2022-2분기,대구,26.6,14.4,20.3,2.3,1.4,0.0,58.8,12.2
2022-2분기,대전,25.9,13.6,19.4,2.1,2.1,0.0,56.2,12.3
2022-2분기,동두천,24.5,11.6,17.5,1.6,6.1,0.0,65.3,12.9
2022-2분기,동해,22.3,13.8,18.0,2.0,1.8,0.0,64.1,8.6
2022-2분기,목포,22.5,14.6,18.1,3.4,1.8,0.0,71.9,8.0
2022-2분기,문경,24.8,11.6,18.2,1.7,1.9,0.0,61.1,13.2
2022-2분기,밀양,26.6,13.5,19.6,1.3,3.2,0.0,56.4,13.1
2022-2분기,백령도,18.2,11.6,14.6,3.9,2.5,0.0,76.1,6.5
2022-2분기,보령,22.4,12.8,17.3,2.0,2.9,0.0,69.2,9.5
2022-2분기,보성군,23.4,12.0,17.5,2.9,2.3,0.0,68.5,11.4
2022-2분기,보은,24.1,10.8,17.4,1.2,1.8,0.0,64.4,13.3
2022-2분기,봉화,23.1,9.0,16.1,1.5,1.9,0.0,65.0,14.2
2022-2분기,부산,22.5,15.4,18.5,3.6,3.2,0.0,69.3,7.1
2022-2분기,부안,23.7,13.4,18.1,1.8,2.6,0.0,69.2,10.3
2022-2분기,부여,24.9,11.9,18.1,1.4,2.1,0.0,67.6,13.0
2022-2분기,북강릉,22.8,13.3,18.1,1.4,2.6,0.0,60.1,9.5
2022-2분기,북창원,25.7,15.0,19.7,1.5,3.0,0.0,64.0,10.7
2022-2분기,북춘천,24.4,10.6,17.4,1.6,4.6,0.0,64.6,13.8
2022-2분기,산청,25.5,12.0,18.5,1.6,2.5,0.0,64.6,13.5
2022-2분기,상주,26.1,12.7,19.3,1.3,1.6,0.0,57.4,13.3
2022-2분기,서귀포,22.7,16.7,19.4,1.6,4.7,0.0,76.1,6.0
2022-2분기,서산,22.6,12.0,17.1,2.6,4.5,0.0,69.1,10.6
2022-2분기,서울,24.4,14.6,19.1,2.6,4.6,0.0,61.2,9.8
2022-2분기,서청주,25.1,11.7,18.3,2.2,2.3,0.0,61.1,13.4
