연도_분기,지역,최고기온 (C),최저기온 (C),일 평균기온 (C),일 평균 풍속 (m/s),일강수량 (mm),최심 신적설 (cm),일 평균 상대습도 (%),일교차 (C)
2016-2분기,서산,23.7,12.2,17.4,2.2,3.0,0.0,79.0,11.5
2016-2분기,서울,24.9,14.2,19.1,2.3,3.2,0.0,57.9,10.7
2016-2분기,성산,22.0,14.7,18.3,2.6,8.1,0.0,81.4,7.2
2016-2분기,속초,21.6,12.5,16.8,2.1,1.9,0.0,71.3,9.1
2016-2분기,수원,25.4,13.4,18.7,1.9,3.0,0.0,67.1,11.9
2016-2분기,순창군,24.6,12.1,16.7,1.8,4.3,0.0,69.2,12.5
2016-2분기,순천,24.4,12.6,18.3,1.6,5.1,0.0,67.9,11.8
2016-2분기,안동,25.4,12.3,18.7,1.9,2.4,0.0,58.6,13.1
2016-2분기,양산시,24.9,14.0,19.1,2.4,5.5,0.0,63.6,10.8
2016-2분기,양평,25.7,12.8,18.9,1.6,2.6,0.0,61.0,13.0
2016-2분기,여수,21.8,15.7,18.4,3.1,6.5,0.0,66.0,6.1
2016-2분기,영광군,23.6,12.7,17.6,2.3,4.3,0.0,73.4,10.8
2016-2분기,영덕,23.9,12.1,17.7,2.9,2.7,0.0,63.3,11.8
2016-2분기,영월,25.2,10.9,16.5,1.4,2.0,0.0,59.5,14.4
2016-2분기,영주,24.7,11.1,17.7,2.4,3.6,0.0,61.8,13.7
2016-2분기,영천,25.2,12.1,18.5,1.8,3.1,0.0,63.8,13.0
2016-2분기,완도,22.7,14.3,16.9,2.6,5.7,0.0,83.7,8.4
2016-2분기,울릉도,20.3,13.7,16.7,4.2,2.5,0.0,65.8,6.6
2016-2분기,울산,23.1,14.0,18.4,2.1,3.7,0.0,71.7,9.1
2016-2분기,울진,21.3,12.2,16.5,2.6,1.8,0.0,71.5,9.2
2016-2분기,원주,25.4,13.7,19.3,1.3,2.1,0.0,53.8,11.7
2016-2분기,의령군,24.0,11.5,17.4,1.2,4.4,0.0,75.9,12.5
2016-2분기,의성,26.2,10.5,18.1,1.5,2.8,0.0,67.9,15.6
2016-2분기,이천,25.8,12.1,18.6,1.6,2.2,0.0,57.6,13.6
2016-2분기,인제,24.2,10.5,16.9,2.0,2.6,0.0,58.4,13.7
2016-2분기,인천,22.2,14.1,17.7,3.0,2.7,0.0,79.7,8.1
2016-2분기,임실,24.6,11.1,17.5,1.5,4.0,0.0,68.8,13.5
2016-2분기,장수,23.5,10.1,16.7,1.8,3.9,0.0,69.1,13.3
2016-2분기,장흥,23.4,13.0,18.1,1.8,5.5,0.0,77.1,10.4
2016-2분기,전주,24.9,14.1,18.9,1.8,3.6,0.0,71.7,10.8
2016-2분기,정선군,25.0,10.5,17.2,1.8,2.3,0.0,56.5,14.5
2016-2분기,정읍,25.4,13.5,18.9,1.5,3.9,0.0,69.4,11.9
2016-2분기,제주,22.6,16.0,18.9,2.7,4.4,0.0,75.6,6.6
2016-2분기,제천,24.7,10.2,17.2,1.8,2.7,0.0,60.5,14.5
2016-2분기,진도군,22.2,12.8,17.4,2.1,6.1,0.0,83.6,9.4
2016-2분기,진주,24.2,12.4,18.0,1.3,6.2,0.0,66.9,11.8
2016-2분기,창원,24.0,14.7,18.9,1.6,5.4,0.0,70.1,9.4
2016-2분기,천안,24.9,11.6,18.0,1.6,2.9,0.0,61.6,13.3
2016-2분기,철원,24.2,11.0,17.4,1.9,2.9,0.0,61.6,13.2
2016-2분기,청송군,24.7,9.5,16.8,1.5,2.5,0.0,64.6,15.1
2016-2분기,청주,25.4,14.0,19.4,1.8,2.8,0.0,53.6,11.3
2016-2분기,추풍령,24.0,11.4,16.5,2.5,2.9,0.0,60.1,12.6
2016-2분기,춘천,25.4,12.7,18.8,1.6,3.3,0.0,64.4,12.7
2016-2분기,충주,25.8,12.1,18.8,1.7,2.3,0.0,56.6,13.7
2016-2분기,태백,21.7,9.0,15.2,1.8,2.4,0.0,61.1,12.8
2016-2분기,통영,22.5,14.9,18.3,2.2,5.3,0.0,76.4,7.6
2016-2분기,파주,24.4,11.3,17.2,1.8,3.0,0.0,66.1,13.1
2016-2분기,포항,23.4,15.2,19.2,2.7,2.7,0.0,65.5,8.1
2016-2분기,함양군,25.0,11.7,18.1,1.3,3.4,0.0,72.0,13.4
2016-2분기,합천,25.6,12.3,18.6,1.3,3.9,0.0,62.3,13.3
2016-2분기,해남,23.3,12.5,17.6,2.2,4.3,0.0,79.8,10.8
2016-2분기,홍성,24.5,12.6,18.2,2.0,2.9,0.0,74.1,11.9
2016-2분기,홍천,26.1,11.8,18.5,1.4,2.5,0.0,58.6,14.4
2016-2분기,흑산도,19.1,12.4,15.2,4.2,4.8,0.0,89.3,6.7
2016-3분기,강릉,27.3,20.4,23.5,1.7,8.8,0.0,73.2,6.9
2016-3분기,강진군,29.9,21.3,25.1,1.9,5.4,0.0,83.2,8.6
2016-3분기,강화,28.6,20.2,24.1,1.9,4.2,0.0,73.9,8.4
2016-3분기,거제,29.8,22.5,24.3,1.8,9.5,0.0,87.3,7.3
2016-3분기,거창,29.1,19.6,23.6,1.0,6.8,0.0,82.7,9.4
2016-3분기,경주시,30.2,20.5,24.6,1.8,7.3,0.0,77.3,9.7
2016-3분기,고산,27.5,20.1,22.8,4.1,5.3,0.0,86.1,7.4
2016-3분기,고산(제주),28.7,23.4,25.8,4.5,3.5,0.0,84.5,5.3
2016-3분기,고창,29.8,21.2,24.9,2.3,4.4,0.0,87.5,8.6
2016-3분기,고창군,30.8,21.6,25.6,1.6,4.6,0.0,81.4,9.3
2016-3분기,고흥,29.2,21.1,24.7,1.0,5.7,0.0,84.0,8.2
2016-3분기,광양시,30.0,22.3,25.6,1.7,5.5,0.0,84.7,7.7
2016-3분기,광주,30.6,22.4,25.9,1.6,6.9,0.0,82.0,8.2
2016-3분기,구미,29.9,21.0,25.0,1.0,7.4,0.0,84.7,9.0
2016-3분기,군산,29.5,21.8,25.2,1.9,5.8,0.0,89.6,7.7
2016-3분기,금산,30.0,20.0,24.4,1.2,7.0,0.0,78.4,10.0
2016-3분기,김해시,30.5,22.0,25.4,1.7,7.4,0.0,80.4,8.5
2016-3분기,남원,30.0,20.8,24.8,1.7,6.8,0.0,74.6,9.3
2016-3분기,남해,30.1,22.1,24.1,1.3,8.9,0.0,79.7,7.9
2016-3분기,대관령,23.6,15.1,17.6,2.4,8.5,0.0,85.8,8.5
2016-3분기,대구,30.2,21.5,25.3,2.0,7.6,0.0,72.3,8.7
2016-3분기,대전,30.2,21.9,25.7,1.5,6.8,0.0,77.2,8.3
2016-3분기,동두천,30.3,20.2,24.4,1.4,5.2,0.0,71.4,10.0
2016-3분기,동해,26.5,20.8,23.4,1.6,6.0,0.0,85.5,5.8
2016-3분기,목포,29.5,22.8,25.7,2.6,5.1,0.0,89.0,6.7
2016-3분기,문경,28.5,18.9,23.0,1.3,6.5,0.0,74.0,9.6
2016-3분기,밀양,30.9,21.5,25.6,1.0,8.4,0.0,77.8,9.4
2016-3분기,백령도,25.7,20.2,22.6,3.0,2.9,0.0,86.7,5.5
2016-3분기,보령,29.1,21.5,24.9,1.5,3.0,0.0,87.2,7.6
2016-3분기,보성군,29.5,21.6,25.1,1.9,5.8,0.0,78.6,8.0
2016-3분기,보은,29.4,19.3,23.8,1.2,7.6,0.0,76.2,10.1
2016-3분기,봉화,27.7,17.6,22.0,1.3,6.3,0.0,79.3,10.1
2016-3분기,부산,28.9,22.8,25.3,3.0,8.0,0.0,78.6,6.1
2016-3분기,부안,30.0,21.7,25.3,1.7,4.2,0.0,75.9,8.4
2016-3분기,부여,30.5,20.8,25.0,1.2,5.5,0.0,78.6,9.7
2016-3분기,북강릉,26.3,19.7,22.7,1.2,7.9,0.0,84.3,6.6
2016-3분기,북창원,29.7,21.7,25.1,1.2,8.8,0.0,81.2,8.0
2016-3분기,산청,29.7,20.5,24.3,1.2,7.4,0.0,76.1,9.2
2016-3분기,상주,30.5,20.8,24.8,0.9,6.4,0.0,74.8,9.7
2016-3분기,서귀포,28.4,23.5,25.8,1.7,6.2,0.0,84.0,4.9
2016-3분기,서산,29.3,20.5,24.5,1.7,4.2,0.0,88.2,8.8
2016-3분기,서울,30.1,22.4,25.8,2.1,5.0,0.0,67.1,7.8
2016-3분기,성산,28.9,23.2,25.8,2.8,5.7,0.0,83.1,5.7
2016-3분기,속초,26.3,20.1,23.0,1.5,8.6,0.0,85.9,6.1
2016-3분기,수원,30.2,21.9,25.5,1.8,5.0,0.0,76.9,8.3
2016-3분기,순창군,29.1,19.4,23.6,1.5,7.5,0.0,78.2,9.8
2016-3분기,순천,30.3,21.0,25.0,1.2,6.3,0.0,76.8,9.4
2016-3분기,안동,29.9,20.2,24.4,1.5,5.2,0.0,74.7,9.7
2016-3분기,양산시,30.6,22.2,24.3,2.3,8.2,0.0,76.4,8.4
2016-3분기,양평,29.9,20.8,24.8,1.3,5.5,0.0,74.1,9.1
2016-3분기,여수,28.2,23.2,25.3,3.5,5.5,0.0,74.0,5.0
2016-3분기,영광군,29.8,21.4,25.1,2.0,4.3,0.0,78.2,8.4
2016-3분기,영덕,28.7,20.1,23.7,2.3,6.1,0.0,80.4,8.6
2016-3분기,영월,29.0,19.4,23.3,1.0,5.6,0.0,78.5,9.5
2016-3분기,영주,29.0,18.8,23.2,1.5,7.2,0.0,78.5,10.2
2016-3분기,영천,30.2,20.5,23.5,1.5,6.7,0.0,75.8,9.7
2016-3분기,완도,29.3,22.0,25.2,2.3,5.6,0.0,89.8,7.3
2016-3분기,울릉도,25.3,20.6,22.6,3.6,9.4,0.0,81.7,4.6
2016-3분기,울산,28.5,21.3,24.5,1.9,7.5,0.0,86.1,7.2
2016-3분기,울진,26.2,20.0,22.9,2.0,7.4,0.0,86.6,6.1
2016-3분기,원주,29.4,21.2,24.9,1.1,5.0,0.0,67.5,8.2
2016-3분기,의령군,29.3,19.7,23.8,0.9,7.0,0.0,85.7,9.6
2016-3분기,의성,30.7,19.6,24.5,1.1,5.9,0.0,79.9,11.1
2016-3분기,이천,30.1,20.2,24.6,1.1,4.2,0.0,71.6,9.9
2016-3분기,인제,28.3,18.5,22.4,1.7,7.5,0.0,74.1,9.8
2016-3분기,인천,28.6,22.5,25.2,2.6,3.9,0.0,88.4,6.1
2016-3분기,임실,30.0,19.7,24.1,1.2,6.5,0.0,77.2,10.3
2016-3분기,장수,28.5,18.4,22.8,1.4,7.6,0.0,81.3,10.1
2016-3분기,장흥,29.6,21.0,24.8,1.4,5.3,0.0,83.0,8.6
2016-3분기,전주,30.2,22.0,25.5,1.6,4.7,0.0,79.1,8.3
2016-3분기,정선군,28.7,19.0,22.6,1.1,7.5,0.0,78.1,9.7
2016-3분기,정읍,30.9,21.9,25.8,1.4,5.6,0.0,74.9,9.0
2016-3분기,제주,29.5,24.4,26.6,2.8,3.8,0.0,77.9,5.1
2016-3분기,제천,28.8,18.8,23.2,1.2,6.3,0.0,75.4,10.0
2016-3분기,진도군,29.0,21.4,24.9,1.9,5.5,0.0,84.6,7.6
2016-3분기,진주,29.8,20.6,24.6,1.1,7.0,0.0,74.6,9.2
2016-3분기,창원,29.8,22.1,25.3,1.3,8.9,0.0,82.6,7.8
2016-3분기,천안,29.3,19.8,24.0,1.2,5.4,0.0,78.5,9.5
2016-3분기,철원,28.8,18.7,23.2,1.6,6.0,0.0,79.4,10.1
2016-3분기,청송군,28.8,18.4,22.8,1.0,6.1,0.0,78.9,10.4
2016-3분기,청주,30.0,21.9,25.6,1.6,5.1,0.0,67.2,8.2
2016-3분기,추풍령,28.7,19.3,23.4,1.9,6.3,0.0,77.0,9.4
2016-3분기,춘천,29.3,20.6,24.3,1.3,7.9,0.0,81.2,8.7
2016-3분기,충주,30.0,20.5,24.7,1.4,5.2,0.0,71.7,9.6
2016-3분기,태백,25.3,16.5,20.3,1.4,7.5,0.0,82.8,8.8
2016-3분기,통영,29.0,22.5,25.2,1.9,9.1,0.0,81.8,6.5
2016-3분기,파주,29.7,19.6,23.8,1.4,4.7,0.0,78.9,10.0
2016-3분기,포항,28.5,22.6,25.3,2.5,8.9,0.0,79.4,5.9
2016-3분기,함양군,30.0,19.8,24.2,0.8,5.3,0.0,84.1,10.2
2016-3분기,합천,30.6,20.8,24.9,1.0,8.0,0.0,75.1,9.8
2016-3분기,해남,30.3,21.0,25.1,2.0,4.6,0.0,77.7,9.3
2016-3분기,홍성,29.8,20.6,23.4,1.3,2.9,0.0,84.7,9.3
2016-3분기,홍천,30.2,20.0,24.3,1.2,5.8,0.0,76.5,10.2
2016-3분기,흑산도,26.7,21.0,23.3,3.8,4.5,0.0,96.7,5.8
2016-4분기,강릉,14.2,6.0,9.9,2.3,2.1,0.0,56.1,8.2
2016-4분기,강진군,15.7,6.0,10.4,2.4,4.0,0.0,76.1,9.7
2016-4분기,강화,12.2,2.4,7.3,1.8,3.5,0.0,63.9,9.9
2016-4분기,거제,16.6,8.3,10.9,1.6,5.2,0.0,72.3,8.3
2016-4분기,거창,14.2,2.0,7.6,1.1,2.2,0.0,75.2,12.2
2016-4분기,경주시,15.3,4.6,9.5,2.2,2.3,0.0,71.1,10.7
2016-4분기,고산,13.5,6.2,9.2,5.3,3.1,0.0,74.5,7.2
2016-4분기,고산(제주),17.1,11.7,14.2,7.2,2.7,0.0,74.5,5.3
2016-4분기,고창,14.6,5.4,8.7,2.7,2.5,0.0,81.0,9.2
2016-4분기,고창군,15.2,5.5,10.1,1.6,2.4,0.0,75.6,9.7
2016-4분기,고흥,15.6,5.6,10.3,1.3,4.5,0.0,74.3,10.0
2016-4분기,광양시,15.9,7.6,11.5,1.9,4.2,0.0,72.4,8.3
2016-4분기,광주,15.2,6.6,10.5,1.5,3.2,0.0,72.4,8.6
2016-4분기,구미,13.8,4.6,7.7,1.0,2.0,0.0,75.1,9.2
2016-4분기,군산,14.2,5.3,9.4,1.9,2.1,0.0,78.5,8.9
2016-4분기,금산,13.4,2.1,7.1,1.0,2.6,0.0,79.0,11.3
2016-4분기,김해시,16.0,7.1,11.1,2.0,3.8,0.0,68.3,8.9
2016-4분기,남원,14.2,3.6,8.5,1.5,3.0,0.0,70.5,10.6
2016-4분기,남해,15.6,7.3,11.1,1.2,5.5,0.0,70.7,8.4
2016-4분기,대관령,8.3,-2.1,3.2,3.2,1.6,0.0,76.5,10.5
2016-4분기,대구,14.6,5.5,9.8,1.9,1.8,0.0,65.3,9.0
2016-4분기,대전,13.7,4.2,8.5,1.3,2.2,0.0,74.0,9.5
2016-4분기,동두천,13.4,2.0,7.1,1.4,2.6,0.0,62.3,11.4
2016-4분기,동해,14.9,7.0,10.9,2.1,1.9,0.0,64.4,8.0
2016-4분기,목포,14.8,7.6,11.0,3.4,3.4,0.0,81.9,7.2
2016-4분기,문경,12.4,2.4,7.0,1.7,2.3,0.0,64.1,10.0
2016-4분기,밀양,16.0,4.6,9.8,0.9,2.7,0.0,70.6,11.4
2016-4분기,백령도,11.1,6.1,8.5,3.8,1.6,0.0,68.1,5.0
2016-4분기,보령,14.1,5.2,9.5,1.5,1.7,0.0,73.8,8.9
2016-4분기,보성군,15.6,5.7,10.5,1.7,3.3,0.0,70.6,10.0
2016-4분기,보은,13.2,1.3,6.7,1.2,2.3,0.0,74.8,11.8
2016-4분기,봉화,12.5,0.2,4.7,1.3,1.6,0.0,73.6,12.3
2016-4분기,부산,16.9,9.2,12.6,2.8,3.7,0.0,62.7,7.7
2016-4분기,부안,14.3,4.7,9.2,1.5,2.4,0.0,72.8,9.7
2016-4분기,부여,14.1,3.2,8.1,1.1,2.2,0.0,74.7,10.9
2016-4분기,북강릉,13.6,5.3,9.4,1.6,2.2,0.3,65.2,8.3
2016-4분기,북창원,15.5,6.6,9.5,1.4,4.7,0.0,66.8,8.9
2016-4분기,북춘천,12.5,1.1,6.3,0.9,2.3,0.0,73.0,11.4
2016-4분기,산청,14.8,4.2,9.0,1.5,3.1,0.0,66.7,10.7
2016-4분기,상주,13.6,4.0,8.3,1.4,1.9,0.0,66.9,9.7
2016-4분기,서귀포,18.4,12.3,15.2,1.8,6.0,0.0,73.7,6.0
2016-4분기,서산,13.3,3.3,8.2,1.8,1.7,0.0,82.0,9.9
2016-4분기,서울,12.9,3.9,8.0,2.2,1.7,0.0,59.4,9.0
2016-4분기,성산,17.5,10.8,14.0,3.2,5.6,0.0,72.9,6.7
2016-4분기,속초,13.4,5.3,9.3,1.8,3.2,0.0,63.8,8.1
2016-4분기,수원,13.5,3.5,8.2,1.7,2.0,0.0,67.8,10.0
2016-4분기,순창군,13.4,2.5,7.4,1.5,2.9,0.0,75.2,10.9
2016-4분기,순천,14.9,4.0,8.9,1.8,3.5,0.0,68.9,10.9
2016-4분기,안동,13.4,3.1,7.8,1.4,1.6,0.0,70.9,10.3
2016-4분기,양산시,16.7,6.7,11.4,2.0,5.4,0.0,71.4,10.0
2016-4분기,양평,12.8,2.6,7.2,1.3,1.6,0.0,69.2,10.2
2016-4분기,여수,15.3,9.1,12.0,4.4,3.4,0.0,57.8,6.2
2016-4분기,영광군,14.2,4.7,9.3,2.3,2.8,0.0,73.8,9.6
2016-4분기,영덕,15.1,5.9,8.9,2.7,2.4,0.0,63.9,9.2
2016-4분기,영월,13.0,2.8,7.4,0.9,1.8,0.0,74.7,10.2
2016-4분기,영주,12.5,1.8,6.9,2.4,2.0,0.0,68.0,10.7
2016-4분기,영천,15.0,4.1,9.1,1.7,1.7,0.0,68.8,11.0
2016-4분기,완도,15.5,8.4,11.7,2.4,4.0,0.0,77.0,7.2
2016-4분기,울릉도,13.2,7.8,10.2,4.1,7.0,0.4,67.7,5.4
2016-4분기,울산,15.7,7.1,11.1,2.0,5.4,0.0,69.7,8.6
2016-4분기,울진,15.0,5.7,10.1,2.6,2.9,0.0,67.4,9.3
2016-4분기,원주,12.4,3.4,7.5,0.8,1.5,0.0,66.7,9.0
2016-4분기,의령군,15.4,3.4,6.1,0.9,2.6,0.0,78.8,12.0
2016-4분기,의성,14.2,1.9,7.3,1.0,1.6,0.0,75.9,12.3
2016-4분기,이천,13.1,1.7,6.9,1.1,1.8,0.0,67.4,11.4
2016-4분기,인제,11.7,1.4,6.0,1.5,2.0,0.0,67.8,10.3
2016-4분기,인천,12.2,5.2,8.6,3.3,1.8,0.0,66.3,7.1
2016-4분기,임실,14.2,2.1,7.6,1.2,2.5,0.0,74.9,12.0
2016-4분기,장수,13.3,1.1,6.7,1.5,3.0,0.0,77.8,12.1
2016-4분기,장흥,15.8,5.6,10.4,1.8,3.6,0.0,75.1,10.2
2016-4분기,전주,14.4,5.6,9.6,1.6,2.6,0.0,72.0,8.8
2016-4분기,정선군,12.2,1.9,5.1,1.3,2.0,0.0,69.0,10.3
2016-4분기,정읍,14.3,4.7,9.2,1.4,2.6,0.0,72.9,9.6
2016-4분기,제주,17.5,11.9,14.5,3.2,4.5,0.0,70.6,5.6
2016-4분기,제천,12.1,0.1,5.6,1.2,2.1,0.0,73.6,12.0
2016-4분기,진도군,15.1,7.2,11.2,2.8,3.2,0.0,75.6,8.0
2016-4분기,진주,15.5,3.8,9.2,0.9,3.2,0.0,67.6,11.6
2016-4분기,창원,15.2,7.1,10.9,1.6,4.2,0.0,64.3,8.1
2016-4분기,천안,13.0,2.0,7.2,1.2,1.9,0.0,72.4,11.0
2016-4분기,철원,11.5,-0.1,5.4,1.2,2.8,0.0,72.0,11.6
2016-4분기,청송군,13.2,1.7,6.8,1.1,1.7,0.0,74.9,11.5
2016-4분기,청주,13.1,4.2,8.4,1.4,1.6,0.0,62.8,8.8
2016-4분기,추풍령,12.2,2.7,7.2,2.7,2.1,0.0,69.8,9.5
2016-4분기,춘천,12.0,2.2,6.7,1.1,2.2,0.0,75.9,9.8
2016-4분기,충주,13.1,2.0,7.1,1.2,1.8,0.0,71.5,11.0
2016-4분기,태백,10.3,0.1,5.0,1.4,1.7,0.0,70.8,10.1
2016-4분기,통영,16.6,8.6,12.2,2.4,4.1,0.0,67.2,8.0
2016-4분기,파주,12.4,0.5,4.8,1.4,3.6,0.0,69.1,11.9
2016-4분기,포항,15.4,7.9,11.5,2.5,3.5,0.0,63.9,7.6
2016-4분기,함양군,15.4,3.2,8.7,1.1,2.2,0.0,75.4,12.2
2016-4분기,합천,15.2,3.6,8.6,0.9,2.9,0.0,71.3,11.6
2016-4분기,해남,15.3,5.0,10.0,2.2,4.0,0.0,71.7,10.3
2016-4분기,홍성,13.6,3.0,8.2,1.2,1.6,0.0,78.4,10.7
2016-4분기,홍천,12.4,1.7,6.3,0.9,1.5,0.0,71.9,10.8
2016-4분기,흑산도,14.1,9.5,11.5,6.1,2.5,0.0,85.9,4.6
2017-1분기,강릉,8.7,0.0,4.0,2.8,1.1,0.0,43.5,8.6
2017-1분기,강진군,9.9,-1.5,3.9,2.8,0.7,0.0,65.6,11.4
2017-1분기,강화,6.0,-4.7,0.7,2.1,0.4,0.0,56.8,10.7
2017-1분기,거제,11.1,1.1,5.8,1.9,1.0,0.0,55.7,10.0
2017-1분기,거창,9.4,-4.7,2.2,1.6,0.9,0.0,57.6,14.1
2017-1분기,경주시,10.1,-2.3,3.6,3.0,0.5,0.0,54.7,12.3
2017-1분기,고산,7.5,-1.1,2.4,5.3,0.9,0.0,66.2,8.6
2017-1분기,고산(제주),10.5,4.7,7.5,8.7,1.0,0.0,66.9,5.8
2017-1분기,고창,8.5,-2.6,2.6,2.9,0.9,0.0,76.8,11.1
2017-1분기,고창군,9.3,-2.4,3.2,1.7,0.9,0.0,67.2,11.7
2017-1분기,고흥,9.9,-1.9,3.9,1.9,0.9,0.0,62.5,11.8
2017-1분기,광양시,10.6,0.7,5.3,2.3,0.8,0.0,59.4,9.8
2017-1분기,광주,9.7,-0.4,4.1,1.5,1.0,0.3,61.0,10.0
2017-1분기,구미,9.5,-2.0,3.6,1.4,0.7,0.0,56.8,11.5
2017-1분기,군산,8.0,-2.2,1.5,2.4,0.7,0.0,73.1,10.2
2017-1분기,금산,8.0,-5.2,1.0,1.3,1.1,0.0,64.3,13.2
2017-1분기,김해시,10.8,0.4,5.2,2.6,0.8,0.0,54.3,10.4
2017-1분기,남원,8.7,-3.8,2.1,1.7,1.1,0.0,59.0,12.6
2017-1분기,남해,10.4,0.1,5.1,1.3,1.1,0.0,56.8,10.3
2017-1분기,대관령,2.0,-9.0,-3.4,3.7,0.5,0.0,64.3,11.0
2017-1분기,대구,9.7,-1.1,4.1,2.5,0.7,0.0,49.3,10.8
2017-1분기,대전,8.5,-2.7,2.6,1.5,0.8,0.2,60.4,11.3
2017-1분기,동두천,7.9,-5.1,0.8,1.8,0.5,0.0,52.1,13.0
2017-1분기,동해,9.5,1.3,5.5,2.6,0.9,0.0,49.4,8.3
2017-1분기,목포,8.6,0.4,4.1,3.9,0.8,0.2,76.9,8.2
2017-1분기,문경,8.1,-3.4,2.2,2.5,0.8,0.0,46.4,11.5
2017-1분기,밀양,11.1,-2.7,3.9,1.2,0.7,0.0,53.9,13.8
2017-1분기,백령도,4.4,-0.6,1.7,3.8,0.4,0.4,63.3,5.0
2017-1분기,보령,7.3,-2.5,2.3,1.3,0.7,0.0,69.3,9.8
2017-1분기,보성군,10.0,-1.4,4.2,2.3,0.8,0.0,59.8,11.4
2017-1분기,보은,7.8,-5.8,0.7,1.6,0.9,0.0,59.1,13.7
2017-1분기,봉화,7.0,-6.9,-0.1,1.7,0.6,0.0,56.6,13.9
2017-1분기,부산,11.3,2.1,6.2,3.3,0.9,0.0,48.0,9.2
2017-1분기,부안,8.2,-2.3,2.7,1.8,0.9,0.0,67.3,10.6
2017-1분기,부여,8.5,-4.5,1.7,1.3,0.6,0.0,64.4,12.9
2017-1분기,북강릉,8.0,-0.7,3.7,2.1,1.2,0.6,50.5,8.7
2017-1분기,북창원,10.6,0.1,5.0,1.7,0.8,0.0,51.9,10.5
2017-1분기,북춘천,7.0,-6.7,-0.1,1.2,0.5,0.2,62.9,13.7
2017-1분기,산청,10.0,-2.2,3.6,2.3,1.0,0.0,51.7,12.2
2017-1분기,상주,8.9,-2.1,3.1,2.3,0.7,0.0,49.4,11.0
2017-1분기,서귀포,12.2,5.1,8.6,1.8,1.9,0.0,61.6,7.1
2017-1분기,서산,6.8,-4.7,1.0,2.1,0.6,0.2,76.1,11.5
2017-1분기,서울,6.7,-2.9,1.5,2.4,0.4,0.2,52.1,9.6
2017-1분기,성산,11.1,3.2,7.1,3.5,2.3,0.0,63.8,7.9
2017-1분기,속초,8.0,-0.8,3.7,1.9,1.5,0.0,50.3,8.8
2017-1분기,수원,7.3,-3.7,1.4,1.9,0.6,0.2,61.0,11.1
2017-1분기,순창군,7.4,-5.2,-0.3,1.9,1.0,0.0,64.7,12.7
2017-1분기,순천,9.3,-3.1,2.7,2.4,1.0,0.0,54.3,12.4
2017-1분기,안동,8.6,-4.1,2.1,1.9,0.6,0.1,54.3,12.7
2017-1분기,양산시,11.3,-0.1,5.4,2.3,0.7,0.0,55.3,11.4
2017-1분기,양평,7.1,-5.0,-0.1,1.7,0.4,0.0,58.2,12.0
2017-1분기,여수,9.5,1.8,5.4,4.6,0.8,0.0,46.6,7.7
2017-1분기,영광군,7.9,-3.2,2.1,2.4,0.8,0.0,68.5,11.1
2017-1분기,영덕,9.7,-0.7,3.0,3.3,0.5,0.0,47.6,10.4
2017-1분기,영월,7.7,-4.4,1.4,1.2,0.8,0.0,60.6,12.2
2017-1분기,영주,7.1,-4.8,1.3,3.5,0.6,0.0,53.1,11.9
2017-1분기,영천,10.0,-2.9,3.3,2.3,0.7,0.0,51.7,12.9
2017-1분기,완도,10.0,1.3,5.3,2.8,0.9,0.0,64.1,8.8
2017-1분기,울릉도,6.9,1.4,3.8,4.0,4.8,3.0,60.4,5.5
2017-1분기,울산,10.0,0.4,5.1,2.5,0.7,0.0,52.5,9.6
2017-1분기,울진,9.3,-0.8,4.1,2.8,1.2,0.0,53.4,10.1
2017-1분기,원주,6.4,-3.9,1.1,1.0,0.6,0.0,55.1,10.3
2017-1분기,의령군,11.2,-3.4,3.6,1.5,0.8,0.0,64.3,14.6
2017-1분기,의성,9.5,-6.5,1.1,1.5,0.5,0.0,54.9,16.0
2017-1분기,이천,7.5,-5.5,0.9,1.4,0.5,0.0,55.1,13.0
2017-1분기,인제,6.0,-6.3,-0.4,1.6,0.5,0.0,57.0,12.2
2017-1분기,인천,5.7,-1.5,1.8,3.4,0.5,0.2,59.7,7.2
2017-1분기,임실,8.0,-5.5,-0.2,1.5,0.9,0.0,66.2,13.6
2017-1분기,장수,7.2,-6.1,0.2,1.8,1.4,0.0,65.9,13.2
2017-1분기,장흥,10.3,-2.1,4.0,2.3,0.8,0.0,64.6,12.4
2017-1분기,전주,8.6,-1.5,3.1,2.0,1.0,0.1,62.7,10.1
2017-1분기,정선군,6.3,-5.7,-0.1,1.9,0.7,0.0,55.5,12.0
2017-1분기,정읍,8.2,-2.7,2.3,1.5,1.1,0.0,67.1,10.8
2017-1분기,제주,10.9,4.9,7.8,3.6,1.5,0.0,62.2,6.0
2017-1분기,제천,6.3,-7.3,-0.7,1.7,0.7,0.0,61.9,13.5
2017-1분기,진도군,8.9,-0.4,4.3,3.0,0.8,0.0,69.4,9.4
2017-1분기,진주,10.6,-3.2,3.5,1.2,0.9,0.0,52.1,13.8
2017-1분기,창원,10.3,0.4,4.9,1.8,0.8,0.0,49.4,9.9
2017-1분기,천안,7.4,-4.9,1.2,1.5,0.6,0.0,59.2,12.4
2017-1분기,철원,5.6,-7.7,-1.1,1.3,0.5,0.0,60.0,13.2
2017-1분기,청송군,8.1,-5.8,0.8,1.7,0.5,0.0,58.8,13.9
2017-1분기,청주,7.5,-2.3,2.3,1.5,0.7,0.2,52.2,9.8
2017-1분기,추풍령,7.2,-3.8,1.6,3.4,1.1,0.0,53.7,11.0
